date,tenant_id,revenue,expenses,cash_inflow,cash_outflow,outstanding_invoices,profit
2024-07-27,pulse-demo,43562.41,20774.97,23524.75,28193.84,15437.65,22787.44
2024-07-29,pulse-demo,40486.13,28082.39,44503.50,10822.73,12803.50,12403.74
2024-07-31,pulse-demo,39968.85,16621.66,23928.51,32626.31,5947.62,23347.19
2024-08-01,pulse-demo,10476.39,21105.73,49654.33,14462.68,1070.75,-10629.34
2024-08-13,pulse-demo,40058.88,35565.45,37344.12,36674.01,9062.40,4493.43
2024-08-14,pulse-demo,19409.31,32998.06,49742.99,8829.10,9727.49,-13588.75
2024-08-18,pulse-demo,37431.99,29537.54,22173.85,29189.94,7292.19,7894.45
2024-08-20,pulse-demo,30798.27,34342.21,34455.70,28720.58,17956.89,-3543.94
2024-08-29,pulse-demo,47972.54,58607.73,71077.72,57637.76,25461.08,-10635.19
2024-08-31,pulse-demo,32645.07,36887.62,25360.46,10294.45,8557.57,-4242.55
2024-09-07,pulse-demo,46768.75,38032.46,14778.41,30882.39,11341.02,8736.29
2024-09-08,pulse-demo,26100.48,39361.44,25939.42,26307.82,1136.51,-13260.96
2024-09-09,pulse-demo,45226.34,8203.92,30497.91,42275.68,11954.42,37022.42
2024-09-11,pulse-demo,28981.46,25338.39,46225.32,22308.22,3054.40,3643.07
2024-09-12,pulse-demo,30731.64,21417.21,36648.54,42747.96,3002.85,9314.43
2024-09-14,pulse-demo,10076.62,23689.92,30237.13,15034.88,15692.18,-13613.30
2024-09-23,pulse-demo,31541.35,11324.98,13702.97,20659.95,6893.70,20216.37
2024-09-28,pulse-demo,66456.31,21002.56,78087.94,57140.15,7466.19,45453.75
2024-10-04,pulse-demo,19475.30,26011.39,13891.76,22698.45,19263.56,-6536.09
2024-10-09,pulse-demo,28745.47,12717.76,25876.42,14800.59,18467.44,16027.71
2024-10-13,pulse-demo,48301.57,18928.92,26504.59,19284.74,3556.58,29372.65
2024-10-14,pulse-demo,10744.68,17963.63,34414.63,46899.21,12483.60,-7218.95
2024-10-15,pulse-demo,13651.39,15038.47,46936.89,33750.73,12548.26,-1387.08
2024-10-20,pulse-demo,45014.33,23909.55,49965.88,14756.78,3585.70,21104.78
2024-10-26,pulse-demo,45436.56,28442.41,30093.69,16658.36,19468.94,16994.15
2024-11-01,pulse-demo,49737.18,30161.85,36827.07,11486.62,10764.17,19575.33
2024-11-07,pulse-demo,22340.34,27044.49,12922.30,27213.70,946.67,-4704.15
2024-11-13,pulse-demo,16654.84,37722.99,49759.97,15892.35,6256.37,-21068.15
2024-11-17,pulse-demo,18669.14,10169.98,13012.68,30893.73,11763.73,8499.16
2024-11-18,pulse-demo,17180.39,24565.46,38321.98,24038.35,15633.15,-7385.07
2024-11-19,pulse-demo,37055.90,24575.39,20330.84,21189.26,17219.79,12480.51
2024-11-23,pulse-demo,21086.39,30016.89,29669.92,22981.43,5261.90,-8930.50
2024-11-27,pulse-demo,21810.69,17057.69,47693.74,39234.23,16473.48,4753.00
2024-11-29,pulse-demo,47294.11,34490.40,45911.21,44814.71,16001.73,12803.71
2024-12-03,pulse-demo,37372.67,50870.35,47791.10,39109.80,20544.89,-13497.68
2024-12-07,pulse-demo,11633.39,17680.83,17539.97,45111.91,5251.91,-6047.44
2024-12-10,pulse-demo,18506.18,36152.64,32124.52,49476.88,12341.15,-17646.46
2024-12-15,pulse-demo,47432.10,19050.65,29280.66,29491.15,15028.79,28381.45
2024-12-25,pulse-demo,24547.54,15237.87,39480.54,12109.33,14270.38,9309.67
2024-12-28,pulse-demo,65398.69,39668.65,34257.39,63331.92,28024.18,25730.04
2025-01-02,pulse-demo,15499.53,17225.31,41542.18,43807.53,15958.08,-1725.78
2025-01-06,pulse-demo,64807.24,29880.85,35866.05,49977.41,23645.23,34926.39
2025-01-08,pulse-demo,20934.38,27206.39,36595.72,9533.91,861.14,-6272.01
2025-01-10,pulse-demo,41815.25,17345.49,42985.74,17140.81,18301.33,24469.76
2025-01-15,pulse-demo,17879.58,20924.23,38251.87,44627.98,11914.10,-3044.65
2025-01-16,pulse-demo,53018.93,52672.34,37012.98,63376.70,6213.24,346.59
2025-01-29,pulse-demo,31869.39,21342.69,20329.04,9628.58,1605.45,10526.70
2025-02-05,pulse-demo,19278.95,9049.30,21043.18,29033.83,1858.42,10229.65
2025-02-07,pulse-demo,46247.83,39302.23,25647.31,25400.25,899.05,6945.60
2025-02-13,pulse-demo,47403.24,54914.71,83011.03,45102.92,8506.77,-7511.47
2025-02-14,pulse-demo,46556.29,20709.40,45539.81,33409.46,7254.25,25846.89
2025-02-16,pulse-demo,42429.40,31598.20,28315.41,49229.08,2338.90,10831.20
2025-02-17,pulse-demo,28904.17,13849.06,36368.95,37453.27,9727.55,15055.11
2025-02-18,pulse-demo,29191.00,8144.63,29288.94,40298.76,18418.91,21046.37
2025-02-27,pulse-demo,17979.83,21316.40,21471.24,30254.77,3034.22,-3336.57
2025-03-12,pulse-demo,12573.77,16518.31,35696.10,32561.16,12373.87,-3944.54
2025-03-13,pulse-demo,61218.73,50069.29,31588.99,83029.14,37248.74,11149.44
2025-03-16,pulse-demo,49051.61,23876.18,26436.88,37196.56,9677.38,25175.43
2025-03-23,pulse-demo,22853.84,10246.48,48128.42,27962.11,14857.29,12607.36
2025-03-27,pulse-demo,38467.58,37614.49,47607.23,12529.11,547.70,853.09
2025-03-29,pulse-demo,80245.57,52010.97,53121.82,22326.36,7054.37,28234.60
2025-04-03,pulse-demo,46130.10,27105.36,25276.79,17017.25,3868.47,19024.74
2025-04-04,pulse-demo,19345.02,8583.95,11959.13,27589.23,14204.89,10761.07
2025-04-10,pulse-demo,24309.12,24287.33,29789.76,12187.51,12565.74,21.79
2025-04-16,pulse-demo,46583.38,28736.79,27431.90,18735.24,16157.85,17846.59
2025-04-20,pulse-demo,37990.59,27397.55,40715.37,39782.01,13833.34,10593.04
2025-04-28,pulse-demo,13352.45,23764.02,29579.83,25221.01,2332.80,-10411.57
2025-05-01,pulse-demo,49253.85,32498.84,36154.32,23050.66,11431.43,16755.01
2025-05-02,pulse-demo,22577.73,9447.42,29344.77,39069.06,14030.37,13130.31
2025-05-03,pulse-demo,26898.82,38278.93,32753.82,33013.52,17231.00,-11380.11
2025-05-06,pulse-demo,10374.14,21320.28,10888.26,14285.59,15100.66,-10946.14
2025-05-08,pulse-demo,49440.23,28161.49,42667.87,33598.64,9936.01,21278.74
2025-05-11,pulse-demo,44609.91,12809.21,43835.16,42884.52,12001.10,31800.70
2025-05-15,pulse-demo,33102.27,24575.25,28959.98,29356.80,11968.96,8527.02
2025-05-20,pulse-demo,30689.44,12348.96,46692.46,25459.40,7201.93,18340.48
2025-05-23,pulse-demo,30167.00,13784.06,26825.88,44589.13,13549.63,16382.94
2025-05-25,pulse-demo,49468.84,12614.11,48081.39,9892.95,11822.56,36854.73
2025-05-28,pulse-demo,24644.04,20772.65,13112.62,23323.26,7599.04,3871.39
2025-05-31,pulse-demo,26124.22,31494.84,18672.65,43685.45,19501.53,-5370.62
2025-06-02,pulse-demo,35036.11,24907.15,48733.07,19688.84,15703.56,10128.96
2025-06-03,pulse-demo,64009.90,43889.78,40313.38,57443.91,17244.67,20120.12
2025-06-04,pulse-demo,30346.54,14539.47,22248.29,26765.75,1915.07,15807.07
2025-06-10,pulse-demo,44476.32,32963.70,14160.71,24267.79,12526.27,11512.62
2025-06-20,pulse-demo,12497.23,14426.06,36154.93,16817.33,1128.70,-1928.83
2025-06-27,pulse-demo,17857.76,33747.34,21781.99,33436.11,5096.71,-15889.58
2025-06-29,pulse-demo,40572.01,61221.04,56362.26,20820.17,11984.51,-20649.03
2025-06-30,pulse-demo,20899.63,35119.51,40795.77,47523.32,8678.39,-14219.88
2025-07-02,pulse-demo,31702.76,34353.66,11428.58,15119.39,4332.02,-2650.90
2025-07-07,pulse-demo,35605.45,13166.19,47857.34,41310.06,7334.51,22439.26
2025-07-16,pulse-demo,49568.80,56922.20,77820.25,51443.20,19034.40,-7353.40
2025-07-19,pulse-demo,24695.70,8404.85,27547.87,24085.42,12454.08,16290.85
2025-07-20,pulse-demo,41457.36,36519.90,45575.53,11962.23,5086.17,4937.46
2025-07-22,pulse-demo,21404.31,12398.85,42874.24,46333.92,7819.90,9005.46
2025-07-23,pulse-demo,38986.27,28291.85,14234.45,32369.27,1047.80,10694.42
2025-07-25,pulse-demo,49363.13,34986.43,18383.33,8981.79,17885.25,14376.70
2025-07-26,pulse-demo,15779.08,13429.18,24325.09,47945.65,7207.48,2349.90
2025-07-29,pulse-demo,38763.00,37405.68,42824.94,10519.54,5908.95,1357.32
2025-08-08,pulse-demo,19212.62,17547.89,26376.56,25706.36,12266.26,1664.73
2025-08-10,pulse-demo,30275.50,36155.66,27936.81,8230.33,313.52,-5880.16
2025-08-12,pulse-demo,42459.81,11201.11,49469.37,44897.84,4071.18,31258.70
2025-08-14,pulse-demo,17804.15,35495.73,46436.47,13910.83,1136.28,-17691.58
2025-08-16,pulse-demo,42441.32,8662.67,43352.67,26379.53,13801.00,33778.65
2025-08-17,pulse-demo,43570.55,36534.49,39516.35,11656.64,6975.81,7036.06
2025-08-18,pulse-demo,14262.04,18694.07,16308.69,18335.09,4934.58,-4432.03
2025-08-24,pulse-demo,23169.32,18905.95,12092.43,48631.60,15193.37,4263.37
2025-08-28,pulse-demo,19952.67,35220.61,13005.26,22473.14,2526.52,-15267.94
2025-09-12,pulse-demo,10712.70,9091.71,40834.86,9964.03,883.65,1620.99
2025-09-14,pulse-demo,33765.66,9908.00,20099.53,48087.79,13331.12,23857.66
2025-09-17,pulse-demo,32584.67,9008.03,30741.98,35844.99,348.90,23576.64
2025-09-22,pulse-demo,30698.96,22502.66,42349.00,28393.06,6412.21,8196.30
2025-09-23,pulse-demo,42969.81,8273.74,46946.80,9696.16,12135.93,34696.07
2025-09-24,pulse-demo,36832.50,28604.58,35330.98,48539.77,2647.79,8227.92
2025-09-25,pulse-demo,19074.94,13320.72,36463.70,20353.12,16302.17,5754.22
2025-09-30,pulse-demo,22206.45,38617.05,20448.41,31821.35,18750.89,-16410.60
2025-10-02,pulse-demo,30228.82,26713.45,33821.63,32855.02,19912.47,3515.37
2025-10-07,pulse-demo,49494.81,23161.26,12296.11,15649.31,7189.27,26333.55
2025-10-11,pulse-demo,29189.08,15483.14,43206.55,9886.96,11229.82,13705.94
2025-10-12,pulse-demo,44143.72,21199.38,26993.83,45830.36,12473.18,22944.34
2025-10-17,pulse-demo,39184.08,39777.24,21948.52,27432.78,3086.96,-593.16
2025-10-21,pulse-demo,36070.81,31815.35,17615.12,32502.19,30.96,4255.46
2025-10-22,pulse-demo,47126.54,20381.31,14176.66,40557.76,9130.79,26745.23
2025-10-28,pulse-demo,42767.17,26938.73,48535.02,33920.03,4626.21,15828.44
2025-10-29,pulse-demo,47796.51,32488.11,25483.90,39142.82,10774.83,15308.40
2025-11-02,pulse-demo,34524.61,31128.43,27660.55,27887.09,19176.20,3396.18
2025-11-04,pulse-demo,76689.42,78746.15,41866.17,78454.08,26639.78,-2056.73
2025-11-16,pulse-demo,25072.17,9942.16,36353.04,25341.90,16648.77,15130.01
2025-11-17,pulse-demo,22854.22,14456.90,23391.11,18737.86,17169.75,8397.32
2025-11-22,pulse-demo,24591.74,31167.93,45785.11,34111.71,5.70,-6576.19
2025-12-03,pulse-demo,17281.92,28637.94,44083.09,31417.65,1012.72,-11356.02
2025-12-16,pulse-demo,54536.82,49745.87,57558.33,71401.29,19711.16,4790.95
2025-12-19,pulse-demo,49799.94,28637.52,26270.71,12988.79,14810.72,21162.42
2025-12-20,pulse-demo,29638.25,23023.48,34847.96,26593.08,18770.50,6614.77
2025-12-21,pulse-demo,32207.35,34106.12,23387.81,35189.44,11938.97,-1898.77
2025-12-22,pulse-demo,33532.19,13817.78,47079.62,15371.36,11869.95,19714.41
2025-12-23,pulse-demo,26132.67,20417.25,18152.38,35067.97,17404.94,5715.42
2025-12-29,pulse-demo,40668.43,63178.52,65123.55,93114.43,30450.60,-22510.09
2026-01-03,pulse-demo,42909.83,26061.91,21257.09,20947.20,17682.71,16847.92
2026-01-07,pulse-demo,30625.57,38102.85,28455.65,49435.84,16644.71,-7477.28
2026-01-08,pulse-demo,42934.90,15229.04,22286.21,46991.00,19488.21,27705.86
2026-01-11,pulse-demo,29635.04,16989.71,43873.49,38603.58,11166.58,12645.33
2026-01-12,pulse-demo,47896.43,17859.53,16783.40,40387.41,14112.08,30036.90
2026-01-19,pulse-demo,46380.14,39379.79,16442.27,36149.72,4801.85,7000.35
2026-01-21,pulse-demo,24553.97,25911.35,47531.98,49113.65,16164.13,-1357.38
2026-01-23,pulse-demo,21339.72,21132.54,29613.25,26148.49,2239.27,207.18
2026-01-24,pulse-demo,25645.58,30874.31,24079.89,26583.82,14233.18,-5228.73
2026-01-25,pulse-demo,36149.79,28004.60,20567.81,9432.81,10081.37,8145.19
2026-02-03,pulse-demo,21241.35,19647.20,43774.06,15226.67,18630.25,1594.15
2026-02-04,pulse-demo,16231.25,36287.16,44876.49,15863.17,1300.95,-20055.91
2026-02-06,pulse-demo,28060.14,21470.89,12272.94,42976.90,1231.59,6589.25
2026-02-07,pulse-demo,20063.40,17716.47,23740.44,40970.19,18596.15,2346.93
2026-02-08,pulse-demo,37352.26,18595.55,10986.81,34358.59,10032.90,18756.71
2026-02-12,pulse-demo,78556.69,59747.34,88655.63,77706.90,11547.48,18809.35
2026-02-16,pulse-demo,45781.32,31054.86,37990.03,26629.91,17000.96,14726.46
2026-02-17,pulse-demo,20390.51,25647.96,21141.00,10150.67,2846.53,-5257.45
2026-02-20,pulse-demo,36052.58,48999.07,60320.30,31754.97,21170.22,-12946.49
2026-02-21,pulse-demo,10805.63,10261.00,45278.66,41362.91,7666.07,544.63
2026-03-05,pulse-demo,19021.59,11071.63,32900.83,44430.73,15492.94,7949.96
2026-03-13,pulse-demo,27401.15,34742.98,45262.26,19206.88,9759.40,-7341.83
2026-03-17,pulse-demo,45495.45,21185.81,22024.35,17304.45,14062.68,24309.64
2026-03-22,pulse-demo,38285.48,21288.75,38720.93,10741.60,13442.05,16996.73
2026-03-24,pulse-demo,61704.71,43476.90,31451.52,30769.33,11515.95,18227.81
2026-03-25,pulse-demo,62285.15,46883.03,63058.79,43091.05,10480.18,15402.12
2026-03-28,pulse-demo,46785.00,23513.65,15481.95,11590.43,4646.45,23271.35
2026-03-31,pulse-demo,16337.72,31486.93,30898.12,42098.29,15812.32,-15149.21
2026-04-03,pulse-demo,46518.26,29080.95,33330.44,35205.47,6522.05,17437.31
2026-04-04,pulse-demo,36230.60,8502.89,43406.00,13881.04,5770.49,27727.71
2026-04-06,pulse-demo,27678.96,34897.94,15227.29,18437.20,12483.69,-7218.98
2026-04-07,pulse-demo,21784.63,32313.95,37862.72,47746.24,1070.22,-10529.32
2026-04-08,pulse-demo,36916.59,34876.92,21774.25,45378.51,3812.81,2039.67
2026-04-09,pulse-demo,37620.99,27519.49,28100.73,46142.10,19974.89,10101.50
2026-04-10,pulse-demo,14481.59,38173.37,19214.99,46798.84,12477.11,-23691.78
2026-04-16,pulse-demo,20391.15,29185.67,23533.07,46147.31,2786.82,-8794.52
2026-04-18,pulse-demo,53662.68,27426.25,66374.49,55194.30,28957.20,26236.43
2026-04-19,pulse-demo,21317.36,35517.99,44454.59,49353.27,7346.24,-14200.63
2026-04-21,pulse-demo,88559.89,41950.75,58930.89,48922.73,12417.18,46609.14
2026-04-23,pulse-demo,24169.92,31661.83,36656.88,18482.22,14058.90,-7491.91
2026-05-06,pulse-demo,40359.52,14512.54,44580.83,20771.99,17946.90,25846.98
2026-05-10,pulse-demo,25313.03,8381.78,42346.84,20608.97,8852.06,16931.25
2026-05-13,pulse-demo,13996.91,21217.98,43812.14,27749.38,17386.51,-7221.07
2026-05-16,pulse-demo,37154.23,27607.38,11927.68,36732.99,6795.21,9546.85
2026-05-20,pulse-demo,43640.91,8148.38,19266.17,30557.51,10368.36,35492.53
2026-05-23,pulse-demo,35423.67,27064.47,29839.98,41363.50,10681.58,8359.20
2026-05-28,pulse-demo,37636.64,39417.97,36336.58,16373.45,12025.27,-1781.33
2026-06-08,pulse-demo,39803.87,38631.24,46335.56,38972.03,10811.11,1172.63
2026-06-23,pulse-demo,10637.10,22341.63,29436.50,14633.61,5023.08,-11704.53
2026-06-29,pulse-demo,35796.31,29470.12,37954.97,27875.63,15545.00,6326.19
2026-07-06,pulse-demo,38900.75,32065.68,24630.42,11574.66,1179.19,6835.07
2026-07-08,pulse-demo,11500.71,16268.80,36448.29,18637.74,11426.75,-4768.09
2026-07-09,pulse-demo,38121.59,30069.51,29447.00,42112.46,7211.51,8052.08
2026-07-21,pulse-demo,62484.74,44491.78,64818.26,57598.31,1681.85,17992.96
2026-07-27,pulse-demo,15380.20,31673.74,24740.15,29800.79,1776.95,-16293.54
2026-07-28,pulse-demo,29984.33,31648.37,28904.70,10351.64,13751.85,-1664.04
2026-07-30,pulse-demo,66713.98,32815.89,73387.56,50980.39,17428.60,33898.09
2026-08-03,pulse-demo,33145.15,28989.16,15188.36,32068.20,14144.65,4155.99
2026-08-04,pulse-demo,20942.53,16177.25,26628.19,34109.69,19075.88,4765.28
2026-08-05,pulse-demo,78557.73,47624.61,78912.28,61585.58,16789.94,30933.12
2026-08-14,pulse-demo,19275.91,10137.64,40723.20,48771.00,12723.98,9138.27
2026-08-15,pulse-demo,62122.92,48243.47,78093.08,42608.43,26555.27,13879.45
2026-08-16,pulse-demo,47752.28,18832.77,40578.47,40011.92,6687.79,28919.51
2026-08-19,pulse-demo,36571.14,13145.08,48579.18,40837.95,8861.38,23426.06
2026-08-20,pulse-demo,31854.33,13958.98,23030.46,25113.51,13285.87,17895.35
2026-08-31,pulse-demo,78826.73,48862.20,51948.50,56662.72,34248.49,29964.53
2026-09-01,pulse-demo,33818.75,33258.32,23319.80,25266.26,122.16,560.43
2026-09-03,pulse-demo,31720.11,12192.77,35094.96,34835.93,7651.76,19527.34
2026-09-06,pulse-demo,47389.11,26941.63,38050.40,38186.96,10046.66,20447.48
2026-09-07,pulse-demo,41985.83,18735.01,12030.16,28454.79,13406.58,23250.82
2026-09-08,pulse-demo,41106.20,36605.90,13920.27,29577.72,7073.20,4500.30
2026-09-10,pulse-demo,72248.63,38779.76,57879.77,71636.03,31628.37,33468.87
2026-09-15,pulse-demo,55222.50,44377.77,50671.38,86657.71,21048.92,10844.73
2026-09-21,pulse-demo,32283.23,28104.19,41019.49,33663.78,6574.60,4179.04
2026-09-23,pulse-demo,45022.48,21282.87,39329.05,23616.73,6672.85,23739.61
2026-09-27,pulse-demo,24958.07,37823.82,23993.39,22177.89,1702.26,-12865.75
2026-10-01,pulse-demo,61408.99,40543.60,66661.11,61812.47,18392.49,20865.39
2026-10-04,pulse-demo,37715.31,26610.13,16687.26,43387.06,2180.22,11105.18
2026-10-18,pulse-demo,46317.15,16497.81,25164.74,45747.54,5735.46,29819.34
2026-10-19,pulse-demo,64902.08,23852.67,64165.84,57547.81,14271.50,41049.41
2026-10-21,pulse-demo,47998.04,12302.57,39667.22,13704.82,11524.31,35695.47
2026-10-28,pulse-demo,18153.90,26800.15,32173.86,30569.21,9060.73,-8646.25
2026-10-29,pulse-demo,30828.59,22439.81,49279.98,20754.77,19201.31,8388.78
2026-11-03,pulse-demo,45199.43,27042.64,40047.64,35385.99,5413.17,18156.79
2026-11-04,pulse-demo,34262.16,11737.07,44384.04,28144.03,17572.22,22525.09
2026-11-06,pulse-demo,30625.37,30264.47,37856.79,16471.02,6621.72,360.90
2026-11-09,pulse-demo,27926.06,36352.26,24442.20,17706.45,1628.67,-8426.20
2026-11-11,pulse-demo,25848.22,20760.41,38924.14,41778.98,6547.83,5087.81
2026-11-16,pulse-demo,11697.47,13921.56,18995.16,16526.27,1430.60,-2224.09
2026-11-20,pulse-demo,13325.52,28423.87,42386.09,28248.23,16469.07,-15098.35
2026-11-21,pulse-demo,38792.16,12669.67,43899.77,36388.73,9733.32,26122.49
2026-11-29,pulse-demo,46899.11,8847.13,28292.42,47922.16,18773.12,38051.98
2026-12-03,pulse-demo,65989.27,25195.80,24313.71,94920.33,15012.73,40793.47
2026-12-10,pulse-demo,15825.36,22058.23,35863.87,14467.47,8865.39,-6232.87
2026-12-12,pulse-demo,18795.18,20170.03,20272.25,25145.35,1608.89,-1374.85
2026-12-15,pulse-demo,27407.21,17496.76,41842.41,46309.93,17964.33,9910.45
2026-12-18,pulse-demo,52152.40,65196.18,59402.68,45624.22,24662.46,-13043.78
2026-12-25,pulse-demo,37546.78,38545.24,87821.88,55360.60,16837.73,-998.46
